datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
237301,649,9,15,15-Sep-0649 00:00:00,0,0,0
237331,649,10,15,15-Oct-0649 00:00:00,0,0,0
237362,649,11,15,15-Nov-0649 00:00:00,0,0,0
237392,649,12,15,15-Dec-0649 00:00:00,0,0,0
237423,650,1,15,15-Jan-0650 00:00:00,0,0,0
237454,650,2,15,15-Feb-0650 00:00:00,0,0,0
237482,650,3,15,15-Mar-0650 00:00:00,0,0,0
237513,650,4,15,15-Apr-0650 00:00:00,0,0,0
237543,650,5,15,15-May-0650 00:00:00,0,0,0
237574,650,6,15,15-Jun-0650 00:00:00,0,0,0
237604,650,7,15,15-Jul-0650 00:00:00,0,0,0
237635,650,8,15,15-Aug-0650 00:00:00,0,0,0
237666,650,9,15,15-Sep-0650 00:00:00,0,0,0
237696,650,10,15,15-Oct-0650 00:00:00,0,0,0
237727,650,11,15,15-Nov-0650 00:00:00,0,0,0
237757,650,12,15,15-Dec-0650 00:00:00,0,0,0
237788,651,1,15,15-Jan-0651 00:00:00,0,0,0
237819,651,2,15,15-Feb-0651 00:00:00,0,0,0
237847,651,3,15,15-Mar-0651 00:00:00,0,0,0
237878,651,4,15,15-Apr-0651 00:00:00,0,0,0
237908,651,5,15,15-May-0651 00:00:00,0,0,0
237939,651,6,15,15-Jun-0651 00:00:00,0,0,0
237969,651,7,15,15-Jul-0651 00:00:00,0,0,0
238000,651,8,15,15-Aug-0651 00:00:00,0,0,0
238031,651,9,15,15-Sep-0651 00:00:00,0,0,0
238061,651,10,15,15-Oct-0651 00:00:00,0,0,0
238092,651,11,15,15-Nov-0651 00:00:00,0,0,0
238122,651,12,15,15-Dec-0651 00:00:00,0,0,0
238153,652,1,15,15-Jan-0652 00:00:00,0,0,0
238184,652,2,15,15-Feb-0652 00:00:00,0,0,0
238213,652,3,15,15-Mar-0652 00:00:00,0,0,0
238244,652,4,15,15-Apr-0652 00:00:00,0,0,0
238274,652,5,15,15-May-0652 00:00:00,0,0,0
238305,652,6,15,15-Jun-0652 00:00:00,0,0,0
238335,652,7,15,15-Jul-0652 00:00:00,0,0,0
238366,652,8,15,15-Aug-0652 00:00:00,0,0,0
238397,652,9,15,15-Sep-0652 00:00:00,0,0,0
238427,652,10,15,15-Oct-0652 00:00:00,0,0,0
238458,652,11,15,15-Nov-0652 00:00:00,0,0,0
238488,652,12,15,15-Dec-0652 00:00:00,0,0,0
238519,653,1,15,15-Jan-0653 00:00:00,0,0,0
238550,653,2,15,15-Feb-0653 00:00:00,0,0,0
238578,653,3,15,15-Mar-0653 00:00:00,0,0,0
238609,653,4,15,15-Apr-0653 00:00:00,0,0,0
238639,653,5,15,15-May-0653 00:00:00,0,0,0
238670,653,6,15,15-Jun-0653 00:00:00,0,0,0
238700,653,7,15,15-Jul-0653 00:00:00,0,0,0
238731,653,8,15,15-Aug-0653 00:00:00,0,0,0
238762,653,9,15,15-Sep-0653 00:00:00,0,0,0
238792,653,10,15,15-Oct-0653 00:00:00,0,0,0
238823,653,11,15,15-Nov-0653 00:00:00,0,0,0
238853,653,12,15,15-Dec-0653 00:00:00,0,0,0
238884,654,1,15,15-Jan-0654 00:00:00,0,0,0
238915,654,2,15,15-Feb-0654 00:00:00,0,0,0
238943,654,3,15,15-Mar-0654 00:00:00,0,0,0
238974,654,4,15,15-Apr-0654 00:00:00,0,0,0
239004,654,5,15,15-May-0654 00:00:00,0,0,0
239035,654,6,15,15-Jun-0654 00:00:00,0,0,0
239065,654,7,15,15-Jul-0654 00:00:00,0,0,0
239096,654,8,15,15-Aug-0654 00:00:00,0,0,0
239127,654,9,15,15-Sep-0654 00:00:00,0,0,0
239157,654,10,15,15-Oct-0654 00:00:00,0,0,0
239188,654,11,15,15-Nov-0654 00:00:00,0,0,0
239218,654,12,15,15-Dec-0654 00:00:00,0,0,0
239249,655,1,15,15-Jan-0655 00:00:00,0,0,0
239280,655,2,15,15-Feb-0655 00:00:00,0,0,0
239308,655,3,15,15-Mar-0655 00:00:00,0,0,0
239339,655,4,15,15-Apr-0655 00:00:00,0,0,0
239369,655,5,15,15-May-0655 00:00:00,0,0,0
239400,655,6,15,15-Jun-0655 00:00:00,0,0,0
239430,655,7,15,15-Jul-0655 00:00:00,0,0,0
239461,655,8,15,15-Aug-0655 00:00:00,0,0,0
239492,655,9,15,15-Sep-0655 00:00:00,0,0,0
239522,655,10,15,15-Oct-0655 00:00:00,0,0,0
239553,655,11,15,15-Nov-0655 00:00:00,0,0,0
239583,655,12,15,15-Dec-0655 00:00:00,0,0,0
239614,656,1,15,15-Jan-0656 00:00:00,0,0,0
239645,656,2,15,15-Feb-0656 00:00:00,0,0,0
239674,656,3,15,15-Mar-0656 00:00:00,0,0,0
239705,656,4,15,15-Apr-0656 00:00:00,0,0,0
239735,656,5,15,15-May-0656 00:00:00,0,0,0
239766,656,6,15,15-Jun-0656 00:00:00,0,0,0
239796,656,7,15,15-Jul-0656 00:00:00,0,0,0
239827,656,8,15,15-Aug-0656 00:00:00,0,0,0
239858,656,9,15,15-Sep-0656 00:00:00,0,0,0
239888,656,10,15,15-Oct-0656 00:00:00,0,0,0
239919,656,11,15,15-Nov-0656 00:00:00,0,0,0
239949,656,12,15,15-Dec-0656 00:00:00,0,0,0
239980,657,1,15,15-Jan-0657 00:00:00,0,0,0
240011,657,2,15,15-Feb-0657 00:00:00,0,0,0
240039,657,3,15,15-Mar-0657 00:00:00,0,0,0
240070,657,4,15,15-Apr-0657 00:00:00,0,0,0
240100,657,5,15,15-May-0657 00:00:00,0,0,0
240131,657,6,15,15-Jun-0657 00:00:00,0,0,0
240161,657,7,15,15-Jul-0657 00:00:00,0,0,0
240192,657,8,15,15-Aug-0657 00:00:00,0,0,0
240223,657,9,15,15-Sep-0657 00:00:00,0,0,0
240253,657,10,15,15-Oct-0657 00:00:00,0,0,0
240284,657,11,15,15-Nov-0657 00:00:00,0,0,0
240314,657,12,15,15-Dec-0657 00:00:00,0,0,0
240345,658,1,15,15-Jan-0658 00:00:00,0,0,0
240376,658,2,15,15-Feb-0658 00:00:00,0,0,0
240404,658,3,15,15-Mar-0658 00:00:00,0,0,0
240435,658,4,15,15-Apr-0658 00:00:00,0,0,0
240465,658,5,15,15-May-0658 00:00:00,0,0,0
240496,658,6,15,15-Jun-0658 00:00:00,0,0,0
240526,658,7,15,15-Jul-0658 00:00:00,0,0,0
240557,658,8,15,15-Aug-0658 00:00:00,0,0,0
240588,658,9,15,15-Sep-0658 00:00:00,0,0,0
240618,658,10,15,15-Oct-0658 00:00:00,0,0,0
240649,658,11,15,15-Nov-0658 00:00:00,0,0,0
240679,658,12,15,15-Dec-0658 00:00:00,0,0,0
240710,659,1,15,15-Jan-0659 00:00:00,0,0,0
240741,659,2,15,15-Feb-0659 00:00:00,0,0,0
240769,659,3,15,15-Mar-0659 00:00:00,0,0,0
240800,659,4,15,15-Apr-0659 00:00:00,0,0,0
240830,659,5,15,15-May-0659 00:00:00,0,0,0
240861,659,6,15,15-Jun-0659 00:00:00,0,0,0
240891,659,7,15,15-Jul-0659 00:00:00,0,0,0
240922,659,8,15,15-Aug-0659 00:00:00,0,0,0
240953,659,9,15,15-Sep-0659 00:00:00,0,0,0
240983,659,10,15,15-Oct-0659 00:00:00,0,0,0
241014,659,11,15,15-Nov-0659 00:00:00,0,0,0
241044,659,12,15,15-Dec-0659 00:00:00,0,0,0
241075,660,1,15,15-Jan-0660 00:00:00,0,0,0
241106,660,2,15,15-Feb-0660 00:00:00,0,0,0
241135,660,3,15,15-Mar-0660 00:00:00,0,0,0
241166,660,4,15,15-Apr-0660 00:00:00,0,0,0
241196,660,5,15,15-May-0660 00:00:00,0,0,0
241227,660,6,15,15-Jun-0660 00:00:00,0,0,0
241257,660,7,15,15-Jul-0660 00:00:00,0,0,0
241288,660,8,15,15-Aug-0660 00:00:00,0,0,0
241319,660,9,15,15-Sep-0660 00:00:00,0,0,0
241349,660,10,15,15-Oct-0660 00:00:00,0,0,0
241380,660,11,15,15-Nov-0660 00:00:00,0,0,0
241410,660,12,15,15-Dec-0660 00:00:00,0,0,0
241441,661,1,15,15-Jan-0661 00:00:00,0,0,0
241472,661,2,15,15-Feb-0661 00:00:00,0,0,0
241500,661,3,15,15-Mar-0661 00:00:00,0,0,0
241531,661,4,15,15-Apr-0661 00:00:00,0,0,0
241561,661,5,15,15-May-0661 00:00:00,0,0,0
241592,661,6,15,15-Jun-0661 00:00:00,0,0,0
241622,661,7,15,15-Jul-0661 00:00:00,0,0,0
241653,661,8,15,15-Aug-0661 00:00:00,0,0,0
241684,661,9,15,15-Sep-0661 00:00:00,0,0,0
241714,661,10,15,15-Oct-0661 00:00:00,0,0,0
241745,661,11,15,15-Nov-0661 00:00:00,0,0,0
241775,661,12,15,15-Dec-0661 00:00:00,0,0,0
241806,662,1,15,15-Jan-0662 00:00:00,0,0,0
241837,662,2,15,15-Feb-0662 00:00:00,0,0,0
241865,662,3,15,15-Mar-0662 00:00:00,0,0,0
241896,662,4,15,15-Apr-0662 00:00:00,0,0,0
241926,662,5,15,15-May-0662 00:00:00,0,0,0
241957,662,6,15,15-Jun-0662 00:00:00,0,0,0
241987,662,7,15,15-Jul-0662 00:00:00,0,0,0
242018,662,8,15,15-Aug-0662 00:00:00,0,0,0
242049,662,9,15,15-Sep-0662 00:00:00,0,0,0
242079,662,10,15,15-Oct-0662 00:00:00,0,0,0
242110,662,11,15,15-Nov-0662 00:00:00,0,0,0
242140,662,12,15,15-Dec-0662 00:00:00,0,0,0
242171,663,1,15,15-Jan-0663 00:00:00,0,0,0
242202,663,2,15,15-Feb-0663 00:00:00,0,0,0
242230,663,3,15,15-Mar-0663 00:00:00,0,0,0
242261,663,4,15,15-Apr-0663 00:00:00,0,0,0
242291,663,5,15,15-May-0663 00:00:00,0,0,0
242322,663,6,15,15-Jun-0663 00:00:00,0,0,0
242352,663,7,15,15-Jul-0663 00:00:00,0,0,0
242383,663,8,15,15-Aug-0663 00:00:00,0,0,0
242414,663,9,15,15-Sep-0663 00:00:00,0,0,0
242444,663,10,15,15-Oct-0663 00:00:00,0,0,0
242475,663,11,15,15-Nov-0663 00:00:00,0,0,0
242505,663,12,15,15-Dec-0663 00:00:00,0,0,0
242536,664,1,15,15-Jan-0664 00:00:00,0,0,0
242567,664,2,15,15-Feb-0664 00:00:00,0,0,0
242596,664,3,15,15-Mar-0664 00:00:00,0,0,0
242627,664,4,15,15-Apr-0664 00:00:00,0,0,0
242657,664,5,15,15-May-0664 00:00:00,0,0,0
242688,664,6,15,15-Jun-0664 00:00:00,0,0,0
242718,664,7,15,15-Jul-0664 00:00:00,0,0,0
242749,664,8,15,15-Aug-0664 00:00:00,0,0,0
242780,664,9,15,15-Sep-0664 00:00:00,0,0,0
242810,664,10,15,15-Oct-0664 00:00:00,0,0,0
242841,664,11,15,15-Nov-0664 00:00:00,0,0,0
242871,664,12,15,15-Dec-0664 00:00:00,0,0,0
242902,665,1,15,15-Jan-0665 00:00:00,0,0,0
242933,665,2,15,15-Feb-0665 00:00:00,0,0,0
242961,665,3,15,15-Mar-0665 00:00:00,0,0,0
242992,665,4,15,15-Apr-0665 00:00:00,0,0,0
243022,665,5,15,15-May-0665 00:00:00,0,0,0
243053,665,6,15,15-Jun-0665 00:00:00,0,0,0
243083,665,7,15,15-Jul-0665 00:00:00,0,0,0
243114,665,8,15,15-Aug-0665 00:00:00,0,0,0
243145,665,9,15,15-Sep-0665 00:00:00,0,0,0
243175,665,10,15,15-Oct-0665 00:00:00,0,0,0
243206,665,11,15,15-Nov-0665 00:00:00,0,0,0
243236,665,12,15,15-Dec-0665 00:00:00,0,0,0
243267,666,1,15,15-Jan-0666 00:00:00,0,0,0
243298,666,2,15,15-Feb-0666 00:00:00,0,0,0
243326,666,3,15,15-Mar-0666 00:00:00,0,0,0
243357,666,4,15,15-Apr-0666 00:00:00,0,0,0
243387,666,5,15,15-May-0666 00:00:00,0,0,0
243418,666,6,15,15-Jun-0666 00:00:00,0,0,0
243448,666,7,15,15-Jul-0666 00:00:00,0,0,0
243479,666,8,15,15-Aug-0666 00:00:00,0,0,0
243510,666,9,15,15-Sep-0666 00:00:00,0,0,0
243540,666,10,15,15-Oct-0666 00:00:00,0,0,0
243571,666,11,15,15-Nov-0666 00:00:00,0,0,0
243601,666,12,15,15-Dec-0666 00:00:00,0,0,0
243632,667,1,15,15-Jan-0667 00:00:00,0,0,0
243663,667,2,15,15-Feb-0667 00:00:00,0,0,0
243691,667,3,15,15-Mar-0667 00:00:00,0,0,0
243722,667,4,15,15-Apr-0667 00:00:00,0,0,0
243752,667,5,15,15-May-0667 00:00:00,0,0,0
243783,667,6,15,15-Jun-0667 00:00:00,0,0,0
243813,667,7,15,15-Jul-0667 00:00:00,0,0,0
243844,667,8,15,15-Aug-0667 00:00:00,0,0,0
243875,667,9,15,15-Sep-0667 00:00:00,0,0,0
243905,667,10,15,15-Oct-0667 00:00:00,0,0,0
243936,667,11,15,15-Nov-0667 00:00:00,0,0,0
243966,667,12,15,15-Dec-0667 00:00:00,0,0,0
243997,668,1,15,15-Jan-0668 00:00:00,0,0,0
244028,668,2,15,15-Feb-0668 00:00:00,0,0,0
244057,668,3,15,15-Mar-0668 00:00:00,0,0,0
244088,668,4,15,15-Apr-0668 00:00:00,0,0,0
244118,668,5,15,15-May-0668 00:00:00,0,0,0
244149,668,6,15,15-Jun-0668 00:00:00,0,0,0
244179,668,7,15,15-Jul-0668 00:00:00,0,0,0
244210,668,8,15,15-Aug-0668 00:00:00,0,0,0
244241,668,9,15,15-Sep-0668 00:00:00,0,0,0
244271,668,10,15,15-Oct-0668 00:00:00,0,0,0
244302,668,11,15,15-Nov-0668 00:00:00,0,0,0
244332,668,12,15,15-Dec-0668 00:00:00,0,0,0
244363,669,1,15,15-Jan-0669 00:00:00,0,0,0
244394,669,2,15,15-Feb-0669 00:00:00,0,0,0
244422,669,3,15,15-Mar-0669 00:00:00,0,0,0
244453,669,4,15,15-Apr-0669 00:00:00,0,0,0
244483,669,5,15,15-May-0669 00:00:00,0,0,0
244514,669,6,15,15-Jun-0669 00:00:00,0,0,0
244544,669,7,15,15-Jul-0669 00:00:00,0,0,0
244575,669,8,15,15-Aug-0669 00:00:00,0,0,0
244606,669,9,15,15-Sep-0669 00:00:00,0,0,0
244636,669,10,15,15-Oct-0669 00:00:00,0,0,0
244667,669,11,15,15-Nov-0669 00:00:00,0,0,0
244697,669,12,15,15-Dec-0669 00:00:00,0,0,0
244728,670,1,15,15-Jan-0670 00:00:00,0,0,0
244759,670,2,15,15-Feb-0670 00:00:00,0,0,0
244787,670,3,15,15-Mar-0670 00:00:00,0,0,0
244818,670,4,15,15-Apr-0670 00:00:00,0,0,0
244848,670,5,15,15-May-0670 00:00:00,0,0,0
244879,670,6,15,15-Jun-0670 00:00:00,0,0,0
244909,670,7,15,15-Jul-0670 00:00:00,0,0,0
244940,670,8,15,15-Aug-0670 00:00:00,0,0,0
244971,670,9,15,15-Sep-0670 00:00:00,0,0,0
245001,670,10,15,15-Oct-0670 00:00:00,0,0,0
245032,670,11,15,15-Nov-0670 00:00:00,0,0,0
245062,670,12,15,15-Dec-0670 00:00:00,0,0,0
245093,671,1,15,15-Jan-0671 00:00:00,0,0,0
245124,671,2,15,15-Feb-0671 00:00:00,0,0,0
245152,671,3,15,15-Mar-0671 00:00:00,0,0,0
245183,671,4,15,15-Apr-0671 00:00:00,0,0,0
245213,671,5,15,15-May-0671 00:00:00,0,0,0
245244,671,6,15,15-Jun-0671 00:00:00,0,0,0
245274,671,7,15,15-Jul-0671 00:00:00,0,0,0
245305,671,8,15,15-Aug-0671 00:00:00,0,0,0
245336,671,9,15,15-Sep-0671 00:00:00,0,0,0
245366,671,10,15,15-Oct-0671 00:00:00,0,0,0
245397,671,11,15,15-Nov-0671 00:00:00,0,0,0
245427,671,12,15,15-Dec-0671 00:00:00,0,0,0
245458,672,1,15,15-Jan-0672 00:00:00,0,0,0
245489,672,2,15,15-Feb-0672 00:00:00,0,0,0
245518,672,3,15,15-Mar-0672 00:00:00,0,0,0
245549,672,4,15,15-Apr-0672 00:00:00,0,0,0
245579,672,5,15,15-May-0672 00:00:00,0,0,0
245610,672,6,15,15-Jun-0672 00:00:00,0,0,0
245640,672,7,15,15-Jul-0672 00:00:00,0,0,0
245671,672,8,15,15-Aug-0672 00:00:00,0,0,0
245702,672,9,15,15-Sep-0672 00:00:00,0,0,0
245732,672,10,15,15-Oct-0672 00:00:00,0,0,0
245763,672,11,15,15-Nov-0672 00:00:00,0,0,0
245793,672,12,15,15-Dec-0672 00:00:00,0,0,0
245824,673,1,15,15-Jan-0673 00:00:00,0,0,0
245855,673,2,15,15-Feb-0673 00:00:00,0,0,0
245883,673,3,15,15-Mar-0673 00:00:00,0,0,0
245914,673,4,15,15-Apr-0673 00:00:00,0,0,0
245944,673,5,15,15-May-0673 00:00:00,0,0,0
245975,673,6,15,15-Jun-0673 00:00:00,0,0,0
246005,673,7,15,15-Jul-0673 00:00:00,0,0,0
246036,673,8,15,15-Aug-0673 00:00:00,0,0,0
246067,673,9,15,15-Sep-0673 00:00:00,0,0,0
246097,673,10,15,15-Oct-0673 00:00:00,0,0,0
246128,673,11,15,15-Nov-0673 00:00:00,0,0,0
246158,673,12,15,15-Dec-0673 00:00:00,0,0,0
246189,674,1,15,15-Jan-0674 00:00:00,0,0,0
246220,674,2,15,15-Feb-0674 00:00:00,0,0,0
246248,674,3,15,15-Mar-0674 00:00:00,0,0,0
246279,674,4,15,15-Apr-0674 00:00:00,0,0,0
246309,674,5,15,15-May-0674 00:00:00,0,0,0
246340,674,6,15,15-Jun-0674 00:00:00,0,0,0
246370,674,7,15,15-Jul-0674 00:00:00,0,0,0
246401,674,8,15,15-Aug-0674 00:00:00,0,0,0
246432,674,9,15,15-Sep-0674 00:00:00,0,0,0
246462,674,10,15,15-Oct-0674 00:00:00,0,0,0
246493,674,11,15,15-Nov-0674 00:00:00,0,0,0
246523,674,12,15,15-Dec-0674 00:00:00,0,0,0
246554,675,1,15,15-Jan-0675 00:00:00,0,0,0
246585,675,2,15,15-Feb-0675 00:00:00,0,0,0
246613,675,3,15,15-Mar-0675 00:00:00,0,0,0
246644,675,4,15,15-Apr-0675 00:00:00,0,0,0
246674,675,5,15,15-May-0675 00:00:00,0,0,0
246705,675,6,15,15-Jun-0675 00:00:00,0,0,0
246735,675,7,15,15-Jul-0675 00:00:00,0,0,0
246766,675,8,15,15-Aug-0675 00:00:00,0,0,0
246797,675,9,15,15-Sep-0675 00:00:00,0,0,0
246827,675,10,15,15-Oct-0675 00:00:00,0,0,0
246858,675,11,15,15-Nov-0675 00:00:00,0,0,0
246888,675,12,15,15-Dec-0675 00:00:00,0,0,0
246919,676,1,15,15-Jan-0676 00:00:00,0,0,0
246950,676,2,15,15-Feb-0676 00:00:00,0,0,0
246979,676,3,15,15-Mar-0676 00:00:00,0,0,0
247010,676,4,15,15-Apr-0676 00:00:00,0,0,0
247040,676,5,15,15-May-0676 00:00:00,0,0,0
247071,676,6,15,15-Jun-0676 00:00:00,0,0,0
247101,676,7,15,15-Jul-0676 00:00:00,0,0,0
247132,676,8,15,15-Aug-0676 00:00:00,0,0,0
247163,676,9,15,15-Sep-0676 00:00:00,0,0,0
247193,676,10,15,15-Oct-0676 00:00:00,0,0,0
247224,676,11,15,15-Nov-0676 00:00:00,0,0,0
247254,676,12,15,15-Dec-0676 00:00:00,0,0,0
247285,677,1,15,15-Jan-0677 00:00:00,0,0,0
247316,677,2,15,15-Feb-0677 00:00:00,0,0,0
247344,677,3,15,15-Mar-0677 00:00:00,0,0,0
247375,677,4,15,15-Apr-0677 00:00:00,0,0,0
247405,677,5,15,15-May-0677 00:00:00,0,0,0
247436,677,6,15,15-Jun-0677 00:00:00,0,0,0
247466,677,7,15,15-Jul-0677 00:00:00,0,0,0
247497,677,8,15,15-Aug-0677 00:00:00,0,0,0
247528,677,9,15,15-Sep-0677 00:00:00,0,0,0
247558,677,10,15,15-Oct-0677 00:00:00,0,0,0
247589,677,11,15,15-Nov-0677 00:00:00,0,0,0
247619,677,12,15,15-Dec-0677 00:00:00,0,0,0
247650,678,1,15,15-Jan-0678 00:00:00,0,0,0
247681,678,2,15,15-Feb-0678 00:00:00,0,0,0
247709,678,3,15,15-Mar-0678 00:00:00,0,0,0
247740,678,4,15,15-Apr-0678 00:00:00,0,0,0
247770,678,5,15,15-May-0678 00:00:00,0,0,0
247801,678,6,15,15-Jun-0678 00:00:00,0,0,0
247831,678,7,15,15-Jul-0678 00:00:00,0,0,0
247862,678,8,15,15-Aug-0678 00:00:00,0,0,0
247893,678,9,15,15-Sep-0678 00:00:00,0,0,0
247923,678,10,15,15-Oct-0678 00:00:00,0,0,0
247954,678,11,15,15-Nov-0678 00:00:00,0,0,0
247984,678,12,15,15-Dec-0678 00:00:00,0,0,0
248015,679,1,15,15-Jan-0679 00:00:00,0,0,0
248046,679,2,15,15-Feb-0679 00:00:00,0,0,0
248074,679,3,15,15-Mar-0679 00:00:00,0,0,0
248105,679,4,15,15-Apr-0679 00:00:00,0,0,0
248135,679,5,15,15-May-0679 00:00:00,0,0,0
248166,679,6,15,15-Jun-0679 00:00:00,0,0,0
248196,679,7,15,15-Jul-0679 00:00:00,0,0,0
248227,679,8,15,15-Aug-0679 00:00:00,0,0,0
248258,679,9,15,15-Sep-0679 00:00:00,0,0,0
248288,679,10,15,15-Oct-0679 00:00:00,0,0,0
248319,679,11,15,15-Nov-0679 00:00:00,0,0,0
248349,679,12,15,15-Dec-0679 00:00:00,0,0,0
248380,680,1,15,15-Jan-0680 00:00:00,0,0,0
248411,680,2,15,15-Feb-0680 00:00:00,0,0,0
248440,680,3,15,15-Mar-0680 00:00:00,0,0,0
248471,680,4,15,15-Apr-0680 00:00:00,0,0,0
248501,680,5,15,15-May-0680 00:00:00,0,0,0
248532,680,6,15,15-Jun-0680 00:00:00,0,0,0
248562,680,7,15,15-Jul-0680 00:00:00,0,0,0
248593,680,8,15,15-Aug-0680 00:00:00,0,0,0
248624,680,9,15,15-Sep-0680 00:00:00,0,0,0
248654,680,10,15,15-Oct-0680 00:00:00,0,0,0
248685,680,11,15,15-Nov-0680 00:00:00,0,0,0
248715,680,12,15,15-Dec-0680 00:00:00,0,0,0
248746,681,1,15,15-Jan-0681 00:00:00,0,0,0
248777,681,2,15,15-Feb-0681 00:00:00,0,0,0
248805,681,3,15,15-Mar-0681 00:00:00,0,0,0
248836,681,4,15,15-Apr-0681 00:00:00,0,0,0
248866,681,5,15,15-May-0681 00:00:00,0,0,0
248897,681,6,15,15-Jun-0681 00:00:00,0,0,0
248927,681,7,15,15-Jul-0681 00:00:00,0,0,0
248958,681,8,15,15-Aug-0681 00:00:00,0,0,0
248989,681,9,15,15-Sep-0681 00:00:00,0,0,0
249019,681,10,15,15-Oct-0681 00:00:00,0,0,0
249050,681,11,15,15-Nov-0681 00:00:00,0,0,0
249080,681,12,15,15-Dec-0681 00:00:00,0,0,0
249111,682,1,15,15-Jan-0682 00:00:00,0,0,0
249142,682,2,15,15-Feb-0682 00:00:00,0,0,0
249170,682,3,15,15-Mar-0682 00:00:00,0,0,0
249201,682,4,15,15-Apr-0682 00:00:00,0,0,0
249231,682,5,15,15-May-0682 00:00:00,0,0,0
249262,682,6,15,15-Jun-0682 00:00:00,0,0,0
249292,682,7,15,15-Jul-0682 00:00:00,0,0,0
249323,682,8,15,15-Aug-0682 00:00:00,0,0,0
249354,682,9,15,15-Sep-0682 00:00:00,0,0,0
249384,682,10,15,15-Oct-0682 00:00:00,0,0,0
249415,682,11,15,15-Nov-0682 00:00:00,0,0,0
249445,682,12,15,15-Dec-0682 00:00:00,0,0,0
249476,683,1,15,15-Jan-0683 00:00:00,0,0,0
249507,683,2,15,15-Feb-0683 00:00:00,0,0,0
249535,683,3,15,15-Mar-0683 00:00:00,0,0,0
249566,683,4,15,15-Apr-0683 00:00:00,0,0,0
249596,683,5,15,15-May-0683 00:00:00,0,0,0
249627,683,6,15,15-Jun-0683 00:00:00,0,0,0
249657,683,7,15,15-Jul-0683 00:00:00,0,0,0
249688,683,8,15,15-Aug-0683 00:00:00,0,0,0
249719,683,9,15,15-Sep-0683 00:00:00,0,0,0
249749,683,10,15,15-Oct-0683 00:00:00,0,0,0
249780,683,11,15,15-Nov-0683 00:00:00,0,0,0
249810,683,12,15,15-Dec-0683 00:00:00,0,0,0
249841,684,1,15,15-Jan-0684 00:00:00,0,0,0
249872,684,2,15,15-Feb-0684 00:00:00,0,0,0
249901,684,3,15,15-Mar-0684 00:00:00,0,0,0
249932,684,4,15,15-Apr-0684 00:00:00,0,0,0
249962,684,5,15,15-May-0684 00:00:00,0,0,0
249993,684,6,15,15-Jun-0684 00:00:00,0,0,0
250023,684,7,15,15-Jul-0684 00:00:00,0,0,0
250054,684,8,15,15-Aug-0684 00:00:00,0,0,0
250085,684,9,15,15-Sep-0684 00:00:00,0,0,0
250115,684,10,15,15-Oct-0684 00:00:00,0,0,0
250146,684,11,15,15-Nov-0684 00:00:00,0,0,0
250176,684,12,15,15-Dec-0684 00:00:00,0,0,0
250207,685,1,15,15-Jan-0685 00:00:00,0,0,0
250238,685,2,15,15-Feb-0685 00:00:00,0,0,0
250266,685,3,15,15-Mar-0685 00:00:00,0,0,0
250297,685,4,15,15-Apr-0685 00:00:00,0,0,0
250327,685,5,15,15-May-0685 00:00:00,0,0,0
250358,685,6,15,15-Jun-0685 00:00:00,0,0,0
250388,685,7,15,15-Jul-0685 00:00:00,0,0,0
250419,685,8,15,15-Aug-0685 00:00:00,0,0,0
250450,685,9,15,15-Sep-0685 00:00:00,0,0,0
250480,685,10,15,15-Oct-0685 00:00:00,0,0,0
250511,685,11,15,15-Nov-0685 00:00:00,0,0,0
250541,685,12,15,15-Dec-0685 00:00:00,0,0,0
250572,686,1,15,15-Jan-0686 00:00:00,0,0,0
250603,686,2,15,15-Feb-0686 00:00:00,0,0,0
250631,686,3,15,15-Mar-0686 00:00:00,0,0,0
250662,686,4,15,15-Apr-0686 00:00:00,0,0,0
250692,686,5,15,15-May-0686 00:00:00,0,0,0
250723,686,6,15,15-Jun-0686 00:00:00,0,0,0
250753,686,7,15,15-Jul-0686 00:00:00,0,0,0
250784,686,8,15,15-Aug-0686 00:00:00,0,0,0
250815,686,9,15,15-Sep-0686 00:00:00,0,0,0
250845,686,10,15,15-Oct-0686 00:00:00,0,0,0
250876,686,11,15,15-Nov-0686 00:00:00,0,0,0
250906,686,12,15,15-Dec-0686 00:00:00,0,0,0
250937,687,1,15,15-Jan-0687 00:00:00,0,0,0
250968,687,2,15,15-Feb-0687 00:00:00,0,0,0
250996,687,3,15,15-Mar-0687 00:00:00,0,0,0
251027,687,4,15,15-Apr-0687 00:00:00,0,0,0
251057,687,5,15,15-May-0687 00:00:00,0,0,0
251088,687,6,15,15-Jun-0687 00:00:00,0,0,0
251118,687,7,15,15-Jul-0687 00:00:00,0,0,0
251149,687,8,15,15-Aug-0687 00:00:00,0,0,0
251180,687,9,15,15-Sep-0687 00:00:00,0,0,0
251210,687,10,15,15-Oct-0687 00:00:00,0,0,0
251241,687,11,15,15-Nov-0687 00:00:00,0,0,0
251271,687,12,15,15-Dec-0687 00:00:00,0,0,0
251302,688,1,15,15-Jan-0688 00:00:00,0,0,0
251333,688,2,15,15-Feb-0688 00:00:00,0,0,0
251362,688,3,15,15-Mar-0688 00:00:00,0,0,0
251393,688,4,15,15-Apr-0688 00:00:00,0,0,0
251423,688,5,15,15-May-0688 00:00:00,0,0,0
251454,688,6,15,15-Jun-0688 00:00:00,0,0,0
251484,688,7,15,15-Jul-0688 00:00:00,0,0,0
251515,688,8,15,15-Aug-0688 00:00:00,0,0,0
