datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
460830,1261,9,15,15-Sep-1261 00:00:00,0,0,0
460860,1261,10,15,15-Oct-1261 00:00:00,0,0,0
460891,1261,11,15,15-Nov-1261 00:00:00,0,0,0
460921,1261,12,15,15-Dec-1261 00:00:00,0,0,0
460952,1262,1,15,15-Jan-1262 00:00:00,0,0,0
460983,1262,2,15,15-Feb-1262 00:00:00,0,0,0
461011,1262,3,15,15-Mar-1262 00:00:00,0,0,0
461042,1262,4,15,15-Apr-1262 00:00:00,0,0,0
461072,1262,5,15,15-May-1262 00:00:00,0,0,0
461103,1262,6,15,15-Jun-1262 00:00:00,0,0,0
461133,1262,7,15,15-Jul-1262 00:00:00,0,0,0
461164,1262,8,15,15-Aug-1262 00:00:00,0,0,0
461195,1262,9,15,15-Sep-1262 00:00:00,0,0,0
461225,1262,10,15,15-Oct-1262 00:00:00,0,0,0
461256,1262,11,15,15-Nov-1262 00:00:00,0,0,0
461286,1262,12,15,15-Dec-1262 00:00:00,0,0,0
461317,1263,1,15,15-Jan-1263 00:00:00,0,0,0
461348,1263,2,15,15-Feb-1263 00:00:00,0,0,0
461376,1263,3,15,15-Mar-1263 00:00:00,0,0,0
461407,1263,4,15,15-Apr-1263 00:00:00,0,0,0
461437,1263,5,15,15-May-1263 00:00:00,0,0,0
461468,1263,6,15,15-Jun-1263 00:00:00,0,0,0
461498,1263,7,15,15-Jul-1263 00:00:00,0,0,0
461529,1263,8,15,15-Aug-1263 00:00:00,0,0,0
461560,1263,9,15,15-Sep-1263 00:00:00,0,0,0
461590,1263,10,15,15-Oct-1263 00:00:00,0,0,0
461621,1263,11,15,15-Nov-1263 00:00:00,0,0,0
461651,1263,12,15,15-Dec-1263 00:00:00,0,0,0
461682,1264,1,15,15-Jan-1264 00:00:00,0,0,0
461713,1264,2,15,15-Feb-1264 00:00:00,0,0,0
461742,1264,3,15,15-Mar-1264 00:00:00,0,0,0
461773,1264,4,15,15-Apr-1264 00:00:00,0,0,0
461803,1264,5,15,15-May-1264 00:00:00,0,0,0
461834,1264,6,15,15-Jun-1264 00:00:00,0,0,0
461864,1264,7,15,15-Jul-1264 00:00:00,0,0,0
461895,1264,8,15,15-Aug-1264 00:00:00,0,0,0
461926,1264,9,15,15-Sep-1264 00:00:00,0,0,0
461956,1264,10,15,15-Oct-1264 00:00:00,0,0,0
461987,1264,11,15,15-Nov-1264 00:00:00,0,0,0
462017,1264,12,15,15-Dec-1264 00:00:00,0,0,0
462048,1265,1,15,15-Jan-1265 00:00:00,0,0,0
462079,1265,2,15,15-Feb-1265 00:00:00,0,0,0
462107,1265,3,15,15-Mar-1265 00:00:00,0,0,0
462138,1265,4,15,15-Apr-1265 00:00:00,0,0,0
462168,1265,5,15,15-May-1265 00:00:00,0,0,0
462199,1265,6,15,15-Jun-1265 00:00:00,0,0,0
462229,1265,7,15,15-Jul-1265 00:00:00,0,0,0
462260,1265,8,15,15-Aug-1265 00:00:00,0,0,0
462291,1265,9,15,15-Sep-1265 00:00:00,0,0,0
462321,1265,10,15,15-Oct-1265 00:00:00,0,0,0
462352,1265,11,15,15-Nov-1265 00:00:00,0,0,0
462382,1265,12,15,15-Dec-1265 00:00:00,0,0,0
462413,1266,1,15,15-Jan-1266 00:00:00,0,0,0
462444,1266,2,15,15-Feb-1266 00:00:00,0,0,0
462472,1266,3,15,15-Mar-1266 00:00:00,0,0,0
462503,1266,4,15,15-Apr-1266 00:00:00,0,0,0
462533,1266,5,15,15-May-1266 00:00:00,0,0,0
462564,1266,6,15,15-Jun-1266 00:00:00,0,0,0
462594,1266,7,15,15-Jul-1266 00:00:00,0,0,0
462625,1266,8,15,15-Aug-1266 00:00:00,0,0,0
462656,1266,9,15,15-Sep-1266 00:00:00,0,0,0
462686,1266,10,15,15-Oct-1266 00:00:00,0,0,0
462717,1266,11,15,15-Nov-1266 00:00:00,0,0,0
462747,1266,12,15,15-Dec-1266 00:00:00,0,0,0
462778,1267,1,15,15-Jan-1267 00:00:00,0,0,0
462809,1267,2,15,15-Feb-1267 00:00:00,0,0,0
462837,1267,3,15,15-Mar-1267 00:00:00,0,0,0
462868,1267,4,15,15-Apr-1267 00:00:00,0,0,0
462898,1267,5,15,15-May-1267 00:00:00,0,0,0
462929,1267,6,15,15-Jun-1267 00:00:00,0,0,0
462959,1267,7,15,15-Jul-1267 00:00:00,0,0,0
462990,1267,8,15,15-Aug-1267 00:00:00,0,0,0
463021,1267,9,15,15-Sep-1267 00:00:00,0,0,0
463051,1267,10,15,15-Oct-1267 00:00:00,0,0,0
463082,1267,11,15,15-Nov-1267 00:00:00,0,0,0
463112,1267,12,15,15-Dec-1267 00:00:00,0,0,0
463143,1268,1,15,15-Jan-1268 00:00:00,0,0,0
463174,1268,2,15,15-Feb-1268 00:00:00,0,0,0
463203,1268,3,15,15-Mar-1268 00:00:00,0,0,0
463234,1268,4,15,15-Apr-1268 00:00:00,0,0,0
463264,1268,5,15,15-May-1268 00:00:00,0,0,0
463295,1268,6,15,15-Jun-1268 00:00:00,0,0,0
463325,1268,7,15,15-Jul-1268 00:00:00,0,0,0
463356,1268,8,15,15-Aug-1268 00:00:00,0,0,0
463387,1268,9,15,15-Sep-1268 00:00:00,0,0,0
463417,1268,10,15,15-Oct-1268 00:00:00,0,0,0
463448,1268,11,15,15-Nov-1268 00:00:00,0,0,0
463478,1268,12,15,15-Dec-1268 00:00:00,0,0,0
463509,1269,1,15,15-Jan-1269 00:00:00,0,0,0
463540,1269,2,15,15-Feb-1269 00:00:00,0,0,0
463568,1269,3,15,15-Mar-1269 00:00:00,0,0,0
463599,1269,4,15,15-Apr-1269 00:00:00,0,0,0
463629,1269,5,15,15-May-1269 00:00:00,0,0,0
463660,1269,6,15,15-Jun-1269 00:00:00,0,0,0
463690,1269,7,15,15-Jul-1269 00:00:00,0,0,0
463721,1269,8,15,15-Aug-1269 00:00:00,0,0,0
463752,1269,9,15,15-Sep-1269 00:00:00,0,0,0
463782,1269,10,15,15-Oct-1269 00:00:00,0,0,0
463813,1269,11,15,15-Nov-1269 00:00:00,0,0,0
463843,1269,12,15,15-Dec-1269 00:00:00,0,0,0
463874,1270,1,15,15-Jan-1270 00:00:00,0,0,0
463905,1270,2,15,15-Feb-1270 00:00:00,0,0,0
463933,1270,3,15,15-Mar-1270 00:00:00,0,0,0
463964,1270,4,15,15-Apr-1270 00:00:00,0,0,0
463994,1270,5,15,15-May-1270 00:00:00,0,0,0
464025,1270,6,15,15-Jun-1270 00:00:00,0,0,0
464055,1270,7,15,15-Jul-1270 00:00:00,0,0,0
464086,1270,8,15,15-Aug-1270 00:00:00,0,0,0
464117,1270,9,15,15-Sep-1270 00:00:00,0,0,0
464147,1270,10,15,15-Oct-1270 00:00:00,0,0,0
464178,1270,11,15,15-Nov-1270 00:00:00,0,0,0
464208,1270,12,15,15-Dec-1270 00:00:00,0,0,0
464239,1271,1,15,15-Jan-1271 00:00:00,0,0,0
464270,1271,2,15,15-Feb-1271 00:00:00,0,0,0
464298,1271,3,15,15-Mar-1271 00:00:00,0,0,0
464329,1271,4,15,15-Apr-1271 00:00:00,0,0,0
464359,1271,5,15,15-May-1271 00:00:00,0,0,0
464390,1271,6,15,15-Jun-1271 00:00:00,0,0,0
464420,1271,7,15,15-Jul-1271 00:00:00,0,0,0
464451,1271,8,15,15-Aug-1271 00:00:00,0,0,0
464482,1271,9,15,15-Sep-1271 00:00:00,0,0,0
464512,1271,10,15,15-Oct-1271 00:00:00,0,0,0
464543,1271,11,15,15-Nov-1271 00:00:00,0,0,0
464573,1271,12,15,15-Dec-1271 00:00:00,0,0,0
464604,1272,1,15,15-Jan-1272 00:00:00,0,0,0
464635,1272,2,15,15-Feb-1272 00:00:00,0,0,0
464664,1272,3,15,15-Mar-1272 00:00:00,0,0,0
464695,1272,4,15,15-Apr-1272 00:00:00,0,0,0
464725,1272,5,15,15-May-1272 00:00:00,0,0,0
464756,1272,6,15,15-Jun-1272 00:00:00,0,0,0
464786,1272,7,15,15-Jul-1272 00:00:00,0,0,0
464817,1272,8,15,15-Aug-1272 00:00:00,0,0,0
464848,1272,9,15,15-Sep-1272 00:00:00,0,0,0
464878,1272,10,15,15-Oct-1272 00:00:00,0,0,0
464909,1272,11,15,15-Nov-1272 00:00:00,0,0,0
464939,1272,12,15,15-Dec-1272 00:00:00,0,0,0
464970,1273,1,15,15-Jan-1273 00:00:00,0,0,0
465001,1273,2,15,15-Feb-1273 00:00:00,0,0,0
465029,1273,3,15,15-Mar-1273 00:00:00,0,0,0
465060,1273,4,15,15-Apr-1273 00:00:00,0,0,0
465090,1273,5,15,15-May-1273 00:00:00,0,0,0
465121,1273,6,15,15-Jun-1273 00:00:00,0,0,0
465151,1273,7,15,15-Jul-1273 00:00:00,0,0,0
465182,1273,8,15,15-Aug-1273 00:00:00,0,0,0
465213,1273,9,15,15-Sep-1273 00:00:00,0,0,0
465243,1273,10,15,15-Oct-1273 00:00:00,0,0,0
465274,1273,11,15,15-Nov-1273 00:00:00,0,0,0
465304,1273,12,15,15-Dec-1273 00:00:00,0,0,0
465335,1274,1,15,15-Jan-1274 00:00:00,0,0,0
465366,1274,2,15,15-Feb-1274 00:00:00,0,0,0
465394,1274,3,15,15-Mar-1274 00:00:00,0,0,0
465425,1274,4,15,15-Apr-1274 00:00:00,0,0,0
465455,1274,5,15,15-May-1274 00:00:00,0,0,0
465486,1274,6,15,15-Jun-1274 00:00:00,0,0,0
465516,1274,7,15,15-Jul-1274 00:00:00,0,0,0
465547,1274,8,15,15-Aug-1274 00:00:00,0,0,0
465578,1274,9,15,15-Sep-1274 00:00:00,0,0,0
465608,1274,10,15,15-Oct-1274 00:00:00,0,0,0
465639,1274,11,15,15-Nov-1274 00:00:00,0,0,0
465669,1274,12,15,15-Dec-1274 00:00:00,0,0,0
465700,1275,1,15,15-Jan-1275 00:00:00,0,0,0
465731,1275,2,15,15-Feb-1275 00:00:00,0,0,0
465759,1275,3,15,15-Mar-1275 00:00:00,0,0,0
465790,1275,4,15,15-Apr-1275 00:00:00,0,0,0
465820,1275,5,15,15-May-1275 00:00:00,0,0,0
465851,1275,6,15,15-Jun-1275 00:00:00,0,0,0
465881,1275,7,15,15-Jul-1275 00:00:00,0,0,0
465912,1275,8,15,15-Aug-1275 00:00:00,0,0,0
465943,1275,9,15,15-Sep-1275 00:00:00,0,0,0
465973,1275,10,15,15-Oct-1275 00:00:00,0,0,0
466004,1275,11,15,15-Nov-1275 00:00:00,0,0,0
466034,1275,12,15,15-Dec-1275 00:00:00,0,0,0
466065,1276,1,15,15-Jan-1276 00:00:00,0,0,0
466096,1276,2,15,15-Feb-1276 00:00:00,0,0,0
466125,1276,3,15,15-Mar-1276 00:00:00,0,0,0
466156,1276,4,15,15-Apr-1276 00:00:00,0,0,0
466186,1276,5,15,15-May-1276 00:00:00,0,0,0
466217,1276,6,15,15-Jun-1276 00:00:00,0,0,0
466247,1276,7,15,15-Jul-1276 00:00:00,0,0,0
466278,1276,8,15,15-Aug-1276 00:00:00,0,0,0
466309,1276,9,15,15-Sep-1276 00:00:00,0,0,0
466339,1276,10,15,15-Oct-1276 00:00:00,0,0,0
466370,1276,11,15,15-Nov-1276 00:00:00,0,0,0
466400,1276,12,15,15-Dec-1276 00:00:00,0,0,0
466431,1277,1,15,15-Jan-1277 00:00:00,0,0,0
466462,1277,2,15,15-Feb-1277 00:00:00,0,0,0
466490,1277,3,15,15-Mar-1277 00:00:00,0,0,0
466521,1277,4,15,15-Apr-1277 00:00:00,0,0,0
466551,1277,5,15,15-May-1277 00:00:00,0,0,0
466582,1277,6,15,15-Jun-1277 00:00:00,0,0,0
466612,1277,7,15,15-Jul-1277 00:00:00,0,0,0
466643,1277,8,15,15-Aug-1277 00:00:00,0,0,0
466674,1277,9,15,15-Sep-1277 00:00:00,0,0,0
466704,1277,10,15,15-Oct-1277 00:00:00,0,0,0
466735,1277,11,15,15-Nov-1277 00:00:00,0,0,0
466765,1277,12,15,15-Dec-1277 00:00:00,0,0,0
466796,1278,1,15,15-Jan-1278 00:00:00,0,0,0
466827,1278,2,15,15-Feb-1278 00:00:00,0,0,0
466855,1278,3,15,15-Mar-1278 00:00:00,0,0,0
466886,1278,4,15,15-Apr-1278 00:00:00,0,0,0
466916,1278,5,15,15-May-1278 00:00:00,0,0,0
466947,1278,6,15,15-Jun-1278 00:00:00,0,0,0
466977,1278,7,15,15-Jul-1278 00:00:00,0,0,0
467008,1278,8,15,15-Aug-1278 00:00:00,0,0,0
467039,1278,9,15,15-Sep-1278 00:00:00,0,0,0
467069,1278,10,15,15-Oct-1278 00:00:00,0,0,0
467100,1278,11,15,15-Nov-1278 00:00:00,0,0,0
467130,1278,12,15,15-Dec-1278 00:00:00,0,0,0
467161,1279,1,15,15-Jan-1279 00:00:00,0,0,0
467192,1279,2,15,15-Feb-1279 00:00:00,0,0,0
467220,1279,3,15,15-Mar-1279 00:00:00,0,0,0
467251,1279,4,15,15-Apr-1279 00:00:00,0,0,0
467281,1279,5,15,15-May-1279 00:00:00,0,0,0
467312,1279,6,15,15-Jun-1279 00:00:00,0,0,0
467342,1279,7,15,15-Jul-1279 00:00:00,0,0,0
467373,1279,8,15,15-Aug-1279 00:00:00,0,0,0
467404,1279,9,15,15-Sep-1279 00:00:00,0,0,0
467434,1279,10,15,15-Oct-1279 00:00:00,0,0,0
467465,1279,11,15,15-Nov-1279 00:00:00,0,0,0
467495,1279,12,15,15-Dec-1279 00:00:00,0,0,0
467526,1280,1,15,15-Jan-1280 00:00:00,0,0,0
467557,1280,2,15,15-Feb-1280 00:00:00,0,0,0
467586,1280,3,15,15-Mar-1280 00:00:00,0,0,0
467617,1280,4,15,15-Apr-1280 00:00:00,0,0,0
467647,1280,5,15,15-May-1280 00:00:00,0,0,0
467678,1280,6,15,15-Jun-1280 00:00:00,0,0,0
467708,1280,7,15,15-Jul-1280 00:00:00,0,0,0
467739,1280,8,15,15-Aug-1280 00:00:00,0,0,0
467770,1280,9,15,15-Sep-1280 00:00:00,0,0,0
467800,1280,10,15,15-Oct-1280 00:00:00,0,0,0
467831,1280,11,15,15-Nov-1280 00:00:00,0,0,0
467861,1280,12,15,15-Dec-1280 00:00:00,0,0,0
467892,1281,1,15,15-Jan-1281 00:00:00,0,0,0
467923,1281,2,15,15-Feb-1281 00:00:00,0,0,0
467951,1281,3,15,15-Mar-1281 00:00:00,0,0,0
467982,1281,4,15,15-Apr-1281 00:00:00,0,0,0
468012,1281,5,15,15-May-1281 00:00:00,0,0,0
468043,1281,6,15,15-Jun-1281 00:00:00,0,0,0
468073,1281,7,15,15-Jul-1281 00:00:00,0,0,0
468104,1281,8,15,15-Aug-1281 00:00:00,0,0,0
468135,1281,9,15,15-Sep-1281 00:00:00,0,0,0
468165,1281,10,15,15-Oct-1281 00:00:00,0,0,0
468196,1281,11,15,15-Nov-1281 00:00:00,0,0,0
468226,1281,12,15,15-Dec-1281 00:00:00,0,0,0
468257,1282,1,15,15-Jan-1282 00:00:00,0,0,0
468288,1282,2,15,15-Feb-1282 00:00:00,0,0,0
468316,1282,3,15,15-Mar-1282 00:00:00,0,0,0
468347,1282,4,15,15-Apr-1282 00:00:00,0,0,0
468377,1282,5,15,15-May-1282 00:00:00,0,0,0
468408,1282,6,15,15-Jun-1282 00:00:00,0,0,0
468438,1282,7,15,15-Jul-1282 00:00:00,0,0,0
468469,1282,8,15,15-Aug-1282 00:00:00,0,0,0
468500,1282,9,15,15-Sep-1282 00:00:00,0,0,0
468530,1282,10,15,15-Oct-1282 00:00:00,0,0,0
468561,1282,11,15,15-Nov-1282 00:00:00,0,0,0
468591,1282,12,15,15-Dec-1282 00:00:00,0,0,0
468622,1283,1,15,15-Jan-1283 00:00:00,0,0,0
468653,1283,2,15,15-Feb-1283 00:00:00,0,0,0
468681,1283,3,15,15-Mar-1283 00:00:00,0,0,0
468712,1283,4,15,15-Apr-1283 00:00:00,0,0,0
468742,1283,5,15,15-May-1283 00:00:00,0,0,0
468773,1283,6,15,15-Jun-1283 00:00:00,0,0,0
468803,1283,7,15,15-Jul-1283 00:00:00,0,0,0
468834,1283,8,15,15-Aug-1283 00:00:00,0,0,0
468865,1283,9,15,15-Sep-1283 00:00:00,0,0,0
468895,1283,10,15,15-Oct-1283 00:00:00,0,0,0
468926,1283,11,15,15-Nov-1283 00:00:00,0,0,0
468956,1283,12,15,15-Dec-1283 00:00:00,0,0,0
468987,1284,1,15,15-Jan-1284 00:00:00,0,0,0
469018,1284,2,15,15-Feb-1284 00:00:00,0,0,0
469047,1284,3,15,15-Mar-1284 00:00:00,0,0,0
469078,1284,4,15,15-Apr-1284 00:00:00,0,0,0
469108,1284,5,15,15-May-1284 00:00:00,0,0,0
469139,1284,6,15,15-Jun-1284 00:00:00,0,0,0
469169,1284,7,15,15-Jul-1284 00:00:00,0,0,0
469200,1284,8,15,15-Aug-1284 00:00:00,0,0,0
469231,1284,9,15,15-Sep-1284 00:00:00,0,0,0
469261,1284,10,15,15-Oct-1284 00:00:00,0,0,0
469292,1284,11,15,15-Nov-1284 00:00:00,0,0,0
469322,1284,12,15,15-Dec-1284 00:00:00,0,0,0
469353,1285,1,15,15-Jan-1285 00:00:00,0,0,0
469384,1285,2,15,15-Feb-1285 00:00:00,0,0,0
469412,1285,3,15,15-Mar-1285 00:00:00,0,0,0
469443,1285,4,15,15-Apr-1285 00:00:00,0,0,0
469473,1285,5,15,15-May-1285 00:00:00,0,0,0
469504,1285,6,15,15-Jun-1285 00:00:00,0,0,0
469534,1285,7,15,15-Jul-1285 00:00:00,0,0,0
469565,1285,8,15,15-Aug-1285 00:00:00,0,0,0
469596,1285,9,15,15-Sep-1285 00:00:00,0,0,0
469626,1285,10,15,15-Oct-1285 00:00:00,0,0,0
469657,1285,11,15,15-Nov-1285 00:00:00,0,0,0
469687,1285,12,15,15-Dec-1285 00:00:00,0,0,0
469718,1286,1,15,15-Jan-1286 00:00:00,0,0,0
469749,1286,2,15,15-Feb-1286 00:00:00,0,0,0
469777,1286,3,15,15-Mar-1286 00:00:00,0,0,0
469808,1286,4,15,15-Apr-1286 00:00:00,0,0,0
469838,1286,5,15,15-May-1286 00:00:00,0,0,0
469869,1286,6,15,15-Jun-1286 00:00:00,0,0,0
469899,1286,7,15,15-Jul-1286 00:00:00,0,0,0
469930,1286,8,15,15-Aug-1286 00:00:00,0,0,0
469961,1286,9,15,15-Sep-1286 00:00:00,0,0,0
469991,1286,10,15,15-Oct-1286 00:00:00,0,0,0
470022,1286,11,15,15-Nov-1286 00:00:00,0,0,0
470052,1286,12,15,15-Dec-1286 00:00:00,0,0,0
470083,1287,1,15,15-Jan-1287 00:00:00,0,0,0
470114,1287,2,15,15-Feb-1287 00:00:00,0,0,0
470142,1287,3,15,15-Mar-1287 00:00:00,0,0,0
470173,1287,4,15,15-Apr-1287 00:00:00,0,0,0
470203,1287,5,15,15-May-1287 00:00:00,0,0,0
470234,1287,6,15,15-Jun-1287 00:00:00,0,0,0
470264,1287,7,15,15-Jul-1287 00:00:00,0,0,0
470295,1287,8,15,15-Aug-1287 00:00:00,0,0,0
470326,1287,9,15,15-Sep-1287 00:00:00,0,0,0
470356,1287,10,15,15-Oct-1287 00:00:00,0,0,0
470387,1287,11,15,15-Nov-1287 00:00:00,0,0,0
470417,1287,12,15,15-Dec-1287 00:00:00,0,0,0
470448,1288,1,15,15-Jan-1288 00:00:00,0,0,0
470479,1288,2,15,15-Feb-1288 00:00:00,0,0,0
470508,1288,3,15,15-Mar-1288 00:00:00,0,0,0
470539,1288,4,15,15-Apr-1288 00:00:00,0,0,0
470569,1288,5,15,15-May-1288 00:00:00,0,0,0
470600,1288,6,15,15-Jun-1288 00:00:00,0,0,0
470630,1288,7,15,15-Jul-1288 00:00:00,0,0,0
470661,1288,8,15,15-Aug-1288 00:00:00,0,0,0
470692,1288,9,15,15-Sep-1288 00:00:00,0,0,0
470722,1288,10,15,15-Oct-1288 00:00:00,0,0,0
470753,1288,11,15,15-Nov-1288 00:00:00,0,0,0
470783,1288,12,15,15-Dec-1288 00:00:00,0,0,0
470814,1289,1,15,15-Jan-1289 00:00:00,0,0,0
470845,1289,2,15,15-Feb-1289 00:00:00,0,0,0
470873,1289,3,15,15-Mar-1289 00:00:00,0,0,0
470904,1289,4,15,15-Apr-1289 00:00:00,0,0,0
470934,1289,5,15,15-May-1289 00:00:00,0,0,0
470965,1289,6,15,15-Jun-1289 00:00:00,0,0,0
470995,1289,7,15,15-Jul-1289 00:00:00,0,0,0
471026,1289,8,15,15-Aug-1289 00:00:00,0,0,0
471057,1289,9,15,15-Sep-1289 00:00:00,0,0,0
471087,1289,10,15,15-Oct-1289 00:00:00,0,0,0
471118,1289,11,15,15-Nov-1289 00:00:00,0,0,0
471148,1289,12,15,15-Dec-1289 00:00:00,0,0,0
471179,1290,1,15,15-Jan-1290 00:00:00,0,0,0
471210,1290,2,15,15-Feb-1290 00:00:00,0,0,0
471238,1290,3,15,15-Mar-1290 00:00:00,0,0,0
471269,1290,4,15,15-Apr-1290 00:00:00,0,0,0
471299,1290,5,15,15-May-1290 00:00:00,0,0,0
471330,1290,6,15,15-Jun-1290 00:00:00,0,0,0
471360,1290,7,15,15-Jul-1290 00:00:00,0,0,0
471391,1290,8,15,15-Aug-1290 00:00:00,0,0,0
471422,1290,9,15,15-Sep-1290 00:00:00,0,0,0
471452,1290,10,15,15-Oct-1290 00:00:00,0,0,0
471483,1290,11,15,15-Nov-1290 00:00:00,0,0,0
471513,1290,12,15,15-Dec-1290 00:00:00,0,0,0
471544,1291,1,15,15-Jan-1291 00:00:00,0,0,0
471575,1291,2,15,15-Feb-1291 00:00:00,0,0,0
471603,1291,3,15,15-Mar-1291 00:00:00,0,0,0
471634,1291,4,15,15-Apr-1291 00:00:00,0,0,0
471664,1291,5,15,15-May-1291 00:00:00,0,0,0
471695,1291,6,15,15-Jun-1291 00:00:00,0,0,0
471725,1291,7,15,15-Jul-1291 00:00:00,0,0,0
471756,1291,8,15,15-Aug-1291 00:00:00,0,0,0
471787,1291,9,15,15-Sep-1291 00:00:00,0,0,0
471817,1291,10,15,15-Oct-1291 00:00:00,0,0,0
471848,1291,11,15,15-Nov-1291 00:00:00,0,0,0
471878,1291,12,15,15-Dec-1291 00:00:00,0,0,0
471909,1292,1,15,15-Jan-1292 00:00:00,0,0,0
471940,1292,2,15,15-Feb-1292 00:00:00,0,0,0
471969,1292,3,15,15-Mar-1292 00:00:00,0,0,0
472000,1292,4,15,15-Apr-1292 00:00:00,0,0,0
472030,1292,5,15,15-May-1292 00:00:00,0,0,0
472061,1292,6,15,15-Jun-1292 00:00:00,0,0,0
472091,1292,7,15,15-Jul-1292 00:00:00,0,0,0
472122,1292,8,15,15-Aug-1292 00:00:00,0,0,0
472153,1292,9,15,15-Sep-1292 00:00:00,0,0,0
472183,1292,10,15,15-Oct-1292 00:00:00,0,0,0
472214,1292,11,15,15-Nov-1292 00:00:00,0,0,0
472244,1292,12,15,15-Dec-1292 00:00:00,0,0,0
472275,1293,1,15,15-Jan-1293 00:00:00,0,0,0
472306,1293,2,15,15-Feb-1293 00:00:00,0,0,0
472334,1293,3,15,15-Mar-1293 00:00:00,0,0,0
472365,1293,4,15,15-Apr-1293 00:00:00,0,0,0
472395,1293,5,15,15-May-1293 00:00:00,0,0,0
472426,1293,6,15,15-Jun-1293 00:00:00,0,0,0
472456,1293,7,15,15-Jul-1293 00:00:00,0,0,0
472487,1293,8,15,15-Aug-1293 00:00:00,0,0,0
472518,1293,9,15,15-Sep-1293 00:00:00,0,0,0
472548,1293,10,15,15-Oct-1293 00:00:00,0,0,0
472579,1293,11,15,15-Nov-1293 00:00:00,0,0,0
472609,1293,12,15,15-Dec-1293 00:00:00,0,0,0
472640,1294,1,15,15-Jan-1294 00:00:00,0,0,0
472671,1294,2,15,15-Feb-1294 00:00:00,0,0,0
472699,1294,3,15,15-Mar-1294 00:00:00,0,0,0
472730,1294,4,15,15-Apr-1294 00:00:00,0,0,0
472760,1294,5,15,15-May-1294 00:00:00,0,0,0
472791,1294,6,15,15-Jun-1294 00:00:00,0,0,0
472821,1294,7,15,15-Jul-1294 00:00:00,0,0,0
472852,1294,8,15,15-Aug-1294 00:00:00,0,0,0
472883,1294,9,15,15-Sep-1294 00:00:00,0,0,0
472913,1294,10,15,15-Oct-1294 00:00:00,0,0,0
472944,1294,11,15,15-Nov-1294 00:00:00,0,0,0
472974,1294,12,15,15-Dec-1294 00:00:00,0,0,0
473005,1295,1,15,15-Jan-1295 00:00:00,0,0,0
473036,1295,2,15,15-Feb-1295 00:00:00,0,0,0
473064,1295,3,15,15-Mar-1295 00:00:00,0,0,0
473095,1295,4,15,15-Apr-1295 00:00:00,0,0,0
473125,1295,5,15,15-May-1295 00:00:00,0,0,0
473156,1295,6,15,15-Jun-1295 00:00:00,0,0,0
473186,1295,7,15,15-Jul-1295 00:00:00,0,0,0
473217,1295,8,15,15-Aug-1295 00:00:00,0,0,0
473248,1295,9,15,15-Sep-1295 00:00:00,0,0,0
473278,1295,10,15,15-Oct-1295 00:00:00,0,0,0
473309,1295,11,15,15-Nov-1295 00:00:00,0,0,0
473339,1295,12,15,15-Dec-1295 00:00:00,0,0,0
473370,1296,1,15,15-Jan-1296 00:00:00,0,0,0
473401,1296,2,15,15-Feb-1296 00:00:00,0,0,0
473430,1296,3,15,15-Mar-1296 00:00:00,0,0,0
473461,1296,4,15,15-Apr-1296 00:00:00,0,0,0
473491,1296,5,15,15-May-1296 00:00:00,0,0,0
473522,1296,6,15,15-Jun-1296 00:00:00,0,0,0
473552,1296,7,15,15-Jul-1296 00:00:00,0,0,0
473583,1296,8,15,15-Aug-1296 00:00:00,0,0,0
473614,1296,9,15,15-Sep-1296 00:00:00,0,0,0
473644,1296,10,15,15-Oct-1296 00:00:00,0,0,0
473675,1296,11,15,15-Nov-1296 00:00:00,0,0,0
473705,1296,12,15,15-Dec-1296 00:00:00,0,0,0
473736,1297,1,15,15-Jan-1297 00:00:00,0,0,0
473767,1297,2,15,15-Feb-1297 00:00:00,0,0,0
473795,1297,3,15,15-Mar-1297 00:00:00,0,0,0
473826,1297,4,15,15-Apr-1297 00:00:00,0,0,0
473856,1297,5,15,15-May-1297 00:00:00,0,0,0
473887,1297,6,15,15-Jun-1297 00:00:00,0,0,0
473917,1297,7,15,15-Jul-1297 00:00:00,0,0,0
473948,1297,8,15,15-Aug-1297 00:00:00,0,0,0
473979,1297,9,15,15-Sep-1297 00:00:00,0,0,0
474009,1297,10,15,15-Oct-1297 00:00:00,0,0,0
474040,1297,11,15,15-Nov-1297 00:00:00,0,0,0
474070,1297,12,15,15-Dec-1297 00:00:00,0,0,0
474101,1298,1,15,15-Jan-1298 00:00:00,0,0,0
474132,1298,2,15,15-Feb-1298 00:00:00,0,0,0
474160,1298,3,15,15-Mar-1298 00:00:00,0,0,0
474191,1298,4,15,15-Apr-1298 00:00:00,0,0,0
474221,1298,5,15,15-May-1298 00:00:00,0,0,0
474252,1298,6,15,15-Jun-1298 00:00:00,0,0,0
474282,1298,7,15,15-Jul-1298 00:00:00,0,0,0
474313,1298,8,15,15-Aug-1298 00:00:00,0,0,0
474344,1298,9,15,15-Sep-1298 00:00:00,0,0,0
474374,1298,10,15,15-Oct-1298 00:00:00,0,0,0
474405,1298,11,15,15-Nov-1298 00:00:00,0,0,0
474435,1298,12,15,15-Dec-1298 00:00:00,0,0,0
474466,1299,1,15,15-Jan-1299 00:00:00,0,0,0
474497,1299,2,15,15-Feb-1299 00:00:00,0,0,0
474525,1299,3,15,15-Mar-1299 00:00:00,0,0,0
474556,1299,4,15,15-Apr-1299 00:00:00,0,0,0
