,co2,relative_temp
1902-11-15,296.065810102202,-0.5379999999999999
1902-12-15,296.734134821505,-0.526
1903-01-15,297.219284406526,-0.26899999999999996
1903-02-15,297.62376675157503,-0.18100000000000002
1903-03-15,297.983801213263,-0.358
1903-04-15,298.24051500903,-0.473
1903-05-15,298.19454985626,-0.46299999999999997
1903-06-15,297.468789774195,-0.537
1903-07-15,295.847111913485,-0.485
1903-08-15,294.275343345632,-0.5870000000000001
1903-09-15,294.26511849217303,-0.518
1903-10-15,295.333553602058,-0.653
1903-11-15,296.36705829233,-0.634
1903-12-15,297.029069389997,-0.604
1904-01-15,297.505130734188,-0.644
1904-02-15,297.907607176824,-0.59
1904-03-15,298.268246313307,-0.6609999999999999
1904-04-15,298.527648044484,-0.5529999999999999
1904-05-15,298.488067022395,-0.527
1904-06-15,297.771167354011,-0.522
1904-07-15,296.154640301906,-0.522
1904-08-15,294.583441652837,-0.47700000000000004
1904-09-15,294.574667328419,-0.478
1904-10-15,295.64387128232397,-0.473
1904-11-15,296.679126362543,-0.387
1904-12-15,297.344342084549,-0.40700000000000003
1905-01-15,297.83285022274,-0.46
1905-02-15,298.23884228449697,-0.703
1905-03-15,298.601874325325,-0.462
1905-04-15,298.862656611801,-0.555
1905-05-15,298.823236986796,-0.344
1905-06-15,298.10567514057595,-0.314
1905-07-15,296.489106556049,-0.297
1905-08-15,294.918808985731,-0.301
1905-09-15,294.910863059277,-0.313
1905-10-15,295.981290612578,-0.363
1905-11-15,297.017951261242,-0.218
