país Name,"país Code","serie Name","serie Code","1960 [YR1960]","2017 [YR2017]"
Somalia,"SOM","Población, hombres","SP.POP.TOTL.MA.IN","1363645","7343690"
Somalia,"SOM","Población, mujeres","SP.POP.TOTL.FE.IN","1392302","7398833"
Somalia,"SOM","Población, total","SP.POP.TOTL","2755947","14742523"
Sudáfrica,"ZAF","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","54.463","66.98"
Sudáfrica,"ZAF","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","52.215","63.404"
Sudáfrica,"ZAF","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","50.096","59.865"
Sudáfrica,"ZAF","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","7575248495.0301","348871647959.64"
Sudáfrica,"ZAF","Población, hombres","SP.POP.TOTL.MA.IN","8727776","27835727"
Sudáfrica,"ZAF","Población, mujeres","SP.POP.TOTL.FE.IN","8729079","28881429"
Sudáfrica,"ZAF","Población, total","SP.POP.TOTL","17456855","56717156"
Sudán,"SDN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","49.652","66.318"
Sudán,"SDN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","48.194","64.698"
Sudán,"SDN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","46.793","63.098"
Sudán,"SDN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","1307333333.33333","117487857142.857"
Sudán,"SDN","Población, hombres","SP.POP.TOTL.MA.IN","3768217","20257033"
Sudán,"SDN","Población, mujeres","SP.POP.TOTL.FE.IN","3776274","20276297"
Sudán,"SDN","Población, total","SP.POP.TOTL","7544491","40533330"
Sudán del Sur,"SSD","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","33.142","58.34"
Sudán del Sur,"SSD","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","31.697","57.288"
Sudán del Sur,"SSD","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","30.371","56.253"
Sudán del Sur,"SSD","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Sudán del Sur,"SSD","Población, hombres","SP.POP.TOTL.MA.IN","1484329","6301018"
Sudán del Sur,"SSD","Población, mujeres","SP.POP.TOTL.FE.IN","1470823","6274696"
Sudán del Sur,"SSD","Población, total","SP.POP.TOTL","2955152","12575714"
Tanzanía,"TZA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","45.381","68.051"
Tanzanía,"TZA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","43.686","66.31"
Tanzanía,"TZA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","42.009","64.551"
Tanzanía,"TZA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","53320625958.5655"
Tanzanía,"TZA","Población, hombres","SP.POP.TOTL.MA.IN","4935023","28341970"
Tanzanía,"TZA","Población, mujeres","SP.POP.TOTL.FE.IN","5139484","28968049"
Tanzanía,"TZA","Población, total","SP.POP.TOTL","10074507","57310019"
Togo,"TGO","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","41.225","61.313"
Togo,"TGO","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","40.297","60.477"
Togo,"TGO","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","39.366","59.631"
Togo,"TGO","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","121128073.114022","4757776485.12802"
Togo,"TGO","Población, hombres","SP.POP.TOTL.MA.IN","778785","3887056"
Togo,"TGO","Población, mujeres","SP.POP.TOTL.FE.IN","801728","3910638"
Togo,"TGO","Población, total","SP.POP.TOTL","1580513","7797694"
Uganda,"UGA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","45.598","62.389"
Uganda,"UGA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","43.991","60.182"
Uganda,"UGA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","42.446","57.953"
Uganda,"UGA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","423008385.744235","25995031850.1658"
Uganda,"UGA","Población, hombres","SP.POP.TOTL.MA.IN","3374296","21320842"
Uganda,"UGA","Población, mujeres","SP.POP.TOTL.FE.IN","3413918","21542116"
Uganda,"UGA","Población, total","SP.POP.TOTL","6788214","42862958"
Zambia,"ZMB","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","46.672","64.955"
Zambia,"ZMB","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","45.124","62.255"
Zambia,"ZMB","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","43.622","59.578"
Zambia,"ZMB","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","713000000","25868142073.452"
Zambia,"ZMB","Población, hombres","SP.POP.TOTL.MA.IN","1512393","8482226"
Zambia,"ZMB","Población, mujeres","SP.POP.TOTL.FE.IN","1532453","8611904"
Zambia,"ZMB","Población, total","SP.POP.TOTL","3044846","17094130"
Zimbabwe,"ZWE","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","53.181","63.509"
Zimbabwe,"ZWE","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","51.565","61.712"
Zimbabwe,"ZWE","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","49.981","59.762"
Zimbabwe,"ZWE","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","1052990400","22040902300"
Zimbabwe,"ZWE","Población, hombres","SP.POP.TOTL.MA.IN","1868340","8051042"
Zimbabwe,"ZWE","Población, mujeres","SP.POP.TOTL.FE.IN","1879029","8478862"
Zimbabwe,"ZWE","Población, total","SP.POP.TOTL","3747369","16529904"
,"","","","",""
,"","","","",""
,"","","","",""
Data from Database: Indicadores del desarrollo mundial,"","","","",""
Last Updated: 04/24/2019,"","","","",""
