            date_time    close
0 2017-11-17 16:00:00 110.32
1 2017-11-17 17:00:00 110.24
2 2017-11-17 18:00:00 110.065
3 2017-11-17 19:00:00 110.04
4 2017-11-17 20:00:00 110.0
5 2017-11-17 21:00:00 109.9966
6 2017-11-17 22:00:00 109.82
